"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","SUB_TYPE","FFS","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035"
"IMF.STA:FFS(1.0.2)","NER.IM.COA.USQ2021.A","OBS_VALUE","Niger","Implicit fossil fuel subsidies","Coal","USD at constant 2021 prices","Annual","Units","0.016928215","0.018282745","0.018006571","0.017786982","0.017123894","0.020653521","0.020371298","0.023749168","0.030865272","0.038367646","0.04611858","0.05812596","0.072686406","0.089457987","0.105924166","0.11946946","0.131821906","0.14714856","0.162611002","0.177480573","0.191222176"
"IMF.STA:FFS(1.0.2)","LSO.IM.COA.USQ2021.A","OBS_VALUE","Lesotho, Kingdom of","Implicit fossil fuel subsidies","Coal","USD at constant 2021 prices","Annual","Units","0.109269635","0.107559996","0.130717874","0.121281801","0.123450485","0.116330094","0.211141053","0.23624627","0.235339514","0.262098869","0.28842834","0.297361842","0.305229732","0.315038585","0.32500464","0.334188977","0.343466051","0.352834388","0.362292341","0.371838228","0.381470338"
"IMF.STA:FFS(1.0.2)","BEL.IM.COA.USQ2021.A","OBS_VALUE","Belgium","Implicit fossil fuel subsidies","Coal","USD at constant 2021 prices","Annual","Units","1.224629625","1.010142634","0.991291617","0.911586549","0.774382208","0.573521296","0.64047695","0.294556086","0.262443335","0.382844214","0.413368475","0.418873977","0.425777873","0.434515879","0.443130397","0.451990342","0.460543453","0.469298891","0.478133725","0.486991905","0.495847413"
"IMF.STA:FFS(1.0.2)","AZE.IM.COA.USQ2021.A","OBS_VALUE","Azerbaijan, Republic of","Implicit fossil fuel subsidies","Coal","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","DNK.IM.COA.USQ2021.A","OBS_VALUE","Denmark","Implicit fossil fuel subsidies","Coal","USD at constant 2021 prices","Annual","Units","0.682353756","0.761949369","0.638174973","0.573581473","0.306746198","0.240226845","0.330803661","0.126633803","0.130144205","0.164930689","0.170755787","0.175932746","0.178409908","0.180096598","0.180802931","0.183623401","0.187357849","0.193135793","0.199005234","0.205005014","0.211089114"
"IMF.STA:FFS(1.0.2)","RWA.IM.COA.USQ2021.A","OBS_VALUE","Rwanda","Implicit fossil fuel subsidies","Coal","USD at constant 2021 prices","Annual","Units","0.002842679","0.004437966","0.008266907","0.010877364","0.009565097","0.010714372","0.012390523","0.036383526","0.036776386","0.037439931","0.031344961","0.038749871","0.04624989","0.051858719","0.056410538","0.061467322","0.066547098","0.071925009","0.075488357","0.077473073","0.079614182"
"IMF.STA:FFS(1.0.2)","ALB.IM.COA.USQ2021.A","OBS_VALUE","Albania","Implicit fossil fuel subsidies","Coal","USD at constant 2021 prices","Annual","Units","0.035692424","0.024529315","0.048962667","0.089653063","0.053100539","0.060779372","0.089892687","0.096357406","0.094823034","0.103730357","0.113200679","0.117094998","0.120795923","0.125153672","0.12959279","0.133717414","0.137890952","0.142114602","0.146380196","0.15068274","0.155027989"
"IMF.STA:FFS(1.0.2)","SDN.IM.COA.USQ2021.A","OBS_VALUE","Sudan","Implicit fossil fuel subsidies","Coal","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","NAM.IM.COA.USQ2021.A","OBS_VALUE","Namibia","Implicit fossil fuel subsidies","Coal","USD at constant 2021 prices","Annual","Units","0.000737203","0.005890131","0.006910339","0.002325745","0.005660705","0.007421885","0.005409747","0.011075412","0.008921892","0.009612971","0.009966198","0.005589872","0.003252233","0.002019606","0.001416948","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","BLZ.IM.COA.USQ2021.A","OBS_VALUE","Belize","Implicit fossil fuel subsidies","Coal","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","ARE.IM.COA.USQ2021.A","OBS_VALUE","United Arab Emirates","Implicit fossil fuel subsidies","Coal","USD at constant 2021 prices","Annual","Units","0.693820019","0.765051679","0.903208864","0.845512683","0.807158949","0.886252525","1.118608544","0.993965721","1.078200944","1.213765344","1.381629134","1.452613181","1.517355095","1.579215787","1.640693486","1.701736401","1.762533717","1.826282603","1.893062529","1.962770551","2.035315672"
"IMF.STA:FFS(1.0.2)","CPV.IM.COA.USQ2021.A","OBS_VALUE","Cabo Verde","Implicit fossil fuel subsidies","Coal","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","ETH.IM.COA.USQ2021.A","OBS_VALUE","Ethiopia, The Federal Democratic Republic of","Implicit fossil fuel subsidies","Coal","USD at constant 2021 prices","Annual","Units","0.075084286","0.096559913","0.095725911","0.112337545","0.124651012","0.146726298","0.193121396","0.204019431","0.20485275","0.229840345","0.254982122","0.268869826","0.283093257","0.299753857","0.317412858","0.335294731","0.354143478","0.374006354","0.394931358","0.416967712","0.440165297"
"IMF.STA:FFS(1.0.2)","MAR.IM.COA.USQ2021.A","OBS_VALUE","Morocco","Implicit fossil fuel subsidies","Coal","USD at constant 2021 prices","Annual","Units","1.574780717","1.558931823","1.731409619","1.999781711","2.628668694","2.82337545","3.060263619","1.828316679","1.655945861","1.439740259","1.477615154","1.438230983","1.266183947","1.232696268","1.185422938","1.15355644","1.150407406","1.14189369","1.108376289","1.06775964","0.998978915"
"IMF.STA:FFS(1.0.2)","FIN.IM.COA.USQ2021.A","OBS_VALUE","Finland","Implicit fossil fuel subsidies","Coal","USD at constant 2021 prices","Annual","Units","1.368509491","1.422243569","1.273775998","1.298345603","1.075179855","0.53871546","0.595925058","0.110353044","0.109543215","0.200883644","0.225308365","0.237408063","0.230918395","0.237316985","0.24820364","0.258091164","0.267797847","0.277331558","0.286679854","0.295847119","0.304819333"
"IMF.STA:FFS(1.0.2)","OMN.IM.COA.USQ2021.A","OBS_VALUE","Oman","Implicit fossil fuel subsidies","Coal","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","MUS.IM.COA.USQ2021.A","OBS_VALUE","Mauritius","Implicit fossil fuel subsidies","Coal","USD at constant 2021 prices","Annual","Units","0.149261107","0.156251919","0.166737116","0.166391161","0.156651461","0.150738095","0.172069343","0.265361884","0.294265483","0.311849069","0.332565031","0.33568699","0.335574933","0.337210664","0.33922688","0.340970585","0.341543572","0.341824965","0.341918218","0.341874542","0.341672803"
"IMF.STA:FFS(1.0.2)","IND.IM.COA.USQ2021.A","OBS_VALUE","India","Implicit fossil fuel subsidies","Coal","USD at constant 2021 prices","Annual","Units","139.4471751","146.2869885","158.6122901","178.8008278","180.7875475","164.0194861","188.3379493","181.4235147","191.8188181","204.380274","237.0039165","253.8407897","279.6819503","311.5003479","348.2005309","389.0846666","421.4706584","456.0272666","492.7569276","531.9568629","573.6535362"
"IMF.STA:FFS(1.0.2)","POL.IM.COA.USQ2021.A","OBS_VALUE","Poland, Republic of","Implicit fossil fuel subsidies","Coal","USD at constant 2021 prices","Annual","Units","60.39904395","60.69733364","65.35868464","59.7063562","46.95386016","44.80887791","47.23809156","38.92511669","40.63448748","48.72175808","50.83254879","52.11679373","52.13029715","52.99157931","53.5872838","53.85813799","54.42781781","55.18416688","55.67761149","56.28726036","57.09214456"
"IMF.STA:FFS(1.0.2)","USA.IM.COA.USQ2021.A","OBS_VALUE","United States","Implicit fossil fuel subsidies","Coal","USD at constant 2021 prices","Annual","Units","134.2701169","122.0523031","126.3421425","122.3177027","100.8443109","88.46871776","101.6019433","110.2492967","105.5822436","101.3215748","88.75247762","91.43924194","94.15637763","93.7611022","93.08022201","92.62520161","89.30371481","88.44559255","87.53372631","86.60849429","85.67688943"
"IMF.STA:FFS(1.0.2)","ARG.IM.COA.USQ2021.A","OBS_VALUE","Argentina","Implicit fossil fuel subsidies","Coal","USD at constant 2021 prices","Annual","Units","0.431893894","0.356865807","0.371262878","0.413111685","0.236965243","0.293996718","0.429707902","0.624278203","0.685407854","0.840887996","1.687154921","1.926850566","2.041023316","2.017065949","1.997817328","2.001638351","1.995943757","1.985277438","1.974346323","1.963145032","1.95161212"
"IMF.STA:FFS(1.0.2)","BIH.IM.COA.USQ2021.A","OBS_VALUE","Bosnia and Herzegovina","Implicit fossil fuel subsidies","Coal","USD at constant 2021 prices","Annual","Units","2.328858689","2.510043855","2.582898533","2.101404357","1.809990599","1.737720653","1.924667257","2.017416524","2.075123151","2.127268732","2.147925805","2.146870624","1.993727392","1.945668118","1.882370721","1.814685387","1.760873608","1.770185479","1.787213217","1.809776973","1.834150598"
"IMF.STA:FFS(1.0.2)","PER.IM.COA.USQ2021.A","OBS_VALUE","Peru","Implicit fossil fuel subsidies","Coal","USD at constant 2021 prices","Annual","Units","1.573313738","1.460762899","1.458738069","1.713025523","1.994670513","1.009445396","1.573109093","1.706513769","1.707104888","1.854170291","2.002760882","2.061176266","2.117594087","2.181202365","2.245778409","2.323655438","2.391870041","2.453240515","2.515255573","2.577925709","2.641147719"
"IMF.STA:FFS(1.0.2)","COM.IM.COA.USQ2021.A","OBS_VALUE","Comoros, Union of the","Implicit fossil fuel subsidies","Coal","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","CYP.IM.COA.USQ2021.A","OBS_VALUE","Cyprus","Implicit fossil fuel subsidies","Coal","USD at constant 2021 prices","Annual","Units","0.000928638","0","0.000809693","0.003263346","0.00370311","0.002799577","0.008556804","0","0","0.004197567","0.00468966","0.005118975","0.005551492","0.005996396","0.006444536","0.006892641","0.00734275","0.007794527","0.00824765","0.008701711","0.009156353"
"IMF.STA:FFS(1.0.2)","LBN.IM.COA.USQ2021.A","OBS_VALUE","Lebanon","Implicit fossil fuel subsidies","Coal","USD at constant 2021 prices","Annual","Units","","","","","","","0.03225372","0.036014032","0.040049426","0.044043336","0.047822757","0.048670339","0.049394873","0.050408613","0.051422435","0.052288998","0.053148896","0.054002165","0.05484884","0.055688959","0.056522555"
"IMF.STA:FFS(1.0.2)","GBR.IM.COA.USQ2021.A","OBS_VALUE","United Kingdom","Implicit fossil fuel subsidies","Coal","USD at constant 2021 prices","Annual","Units","8.812562129","6.114228662","5.540019295","4.723439613","3.581161682","3.113935376","3.345139529","2.64665675","2.742211509","3.318347483","3.608099868","3.665467655","3.708929579","3.766546786","3.820466277","3.86362605","3.899715483","3.92941092","3.957073758","3.983853425","4.009663427"
"IMF.STA:FFS(1.0.2)","MDG.IM.COA.USQ2021.A","OBS_VALUE","Madagascar, Republic of","Implicit fossil fuel subsidies","Coal","USD at constant 2021 prices","Annual","Units","0.068298643","0.067236724","0.065846556","0.059693658","0.065358851","0.029365575","0.064612256","0.16246249","0.170799586","0.176162855","0.183651485","0.187461931","0.190704892","0.195719135","0.201034611","0.206524335","0.211274264","0.216004968","0.220935837","0.226098564","0.231488007"
"IMF.STA:FFS(1.0.2)","DJI.IM.COA.USQ2021.A","OBS_VALUE","Djibouti","Implicit fossil fuel subsidies","Coal","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","GEO.IM.COA.USQ2021.A","OBS_VALUE","Georgia","Implicit fossil fuel subsidies","Coal","USD at constant 2021 prices","Annual","Units","0.086783489","0.078754523","0.091045756","0.102153862","0.092315478","0.069192877","0.077427138","0.082096892","0.082333191","0.091998367","0.101532735","0.105698449","0.109816636","0.11463444","0.119567984","0.124321502","0.129161647","0.134087308","0.139098558","0.144191288","0.149363948"
"IMF.STA:FFS(1.0.2)","ITA.IM.ECY.USQ2021.A","OBS_VALUE","Italy","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","UZB.IM.ECY.USQ2021.A","OBS_VALUE","Uzbekistan, Republic of","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","PAK.IM.ECY.USQ2021.A","OBS_VALUE","Pakistan","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","TON.IM.ECY.USQ2021.A","OBS_VALUE","Tonga","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","NIC.IM.ECY.USQ2021.A","OBS_VALUE","Nicaragua","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","TTO.IM.ECY.USQ2021.A","OBS_VALUE","Trinidad and Tobago","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","BWA.IM.ECY.USQ2021.A","OBS_VALUE","Botswana","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","GTM.IM.ECY.USQ2021.A","OBS_VALUE","Guatemala","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","IRL.IM.ECY.USQ2021.A","OBS_VALUE","Ireland","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","IDN.IM.ECY.USQ2021.A","OBS_VALUE","Indonesia","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","KHM.IM.ECY.USQ2021.A","OBS_VALUE","Cambodia","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","BGR.IM.ECY.USQ2021.A","OBS_VALUE","Bulgaria","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","MKD.IM.ECY.USQ2021.A","OBS_VALUE","North Macedonia, Republic of","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","URY.IM.ECY.USQ2021.A","OBS_VALUE","Uruguay","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","CPV.IM.ECY.USQ2021.A","OBS_VALUE","Cabo Verde","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","BDI.IM.ECY.USQ2021.A","OBS_VALUE","Burundi","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","LCA.IM.ECY.USQ2021.A","OBS_VALUE","St. Lucia","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","TGO.IM.ECY.USQ2021.A","OBS_VALUE","Togo","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","TCD.IM.ECY.USQ2021.A","OBS_VALUE","Chad","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","RUS.IM.ECY.USQ2021.A","OBS_VALUE","Russian Federation","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","SRB.IM.ECY.USQ2021.A","OBS_VALUE","Serbia, Republic of","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","MOZ.IM.ECY.USQ2021.A","OBS_VALUE","Mozambique, Republic of","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","BFA.IM.ECY.USQ2021.A","OBS_VALUE","Burkina Faso","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","GUY.IM.ECY.USQ2021.A","OBS_VALUE","Guyana","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","THA.IM.ECY.USQ2021.A","OBS_VALUE","Thailand","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","LUX.IM.ECY.USQ2021.A","OBS_VALUE","Luxembourg","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","SYC.IM.ECY.USQ2021.A","OBS_VALUE","Seychelles","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","GEO.IM.ECY.USQ2021.A","OBS_VALUE","Georgia","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","SLE.IM.ECY.USQ2021.A","OBS_VALUE","Sierra Leone","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","LBR.IM.ECY.USQ2021.A","OBS_VALUE","Liberia","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","ISL.IM.ECY.USQ2021.A","OBS_VALUE","Iceland","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","SVK.IM.ECY.USQ2021.A","OBS_VALUE","Slovak Republic","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","SUR.IM.ECY.USQ2021.A","OBS_VALUE","Suriname","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","KGZ.IM.ECY.USQ2021.A","OBS_VALUE","Kyrgyz Republic","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","LSO.IM.ECY.USQ2021.A","OBS_VALUE","Lesotho, Kingdom of","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","AUS.IM.ECY.USQ2021.A","OBS_VALUE","Australia","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","AFG.IM.ECY.USQ2021.A","OBS_VALUE","Afghanistan, Islamic Republic of","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","ALB.IM.ECY.USQ2021.A","OBS_VALUE","Albania","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","RWA.IM.ECY.USQ2021.A","OBS_VALUE","Rwanda","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","SDN.IM.ECY.USQ2021.A","OBS_VALUE","Sudan","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","MMR.IM.ECY.USQ2021.A","OBS_VALUE","Myanmar","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","QAT.IM.ECY.USQ2021.A","OBS_VALUE","Qatar","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","BRB.IM.ECY.USQ2021.A","OBS_VALUE","Barbados","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","SAU.IM.ECY.USQ2021.A","OBS_VALUE","Saudi Arabia","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","CIV.IM.ECY.USQ2021.A","OBS_VALUE","Côte d'Ivoire","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","SVN.IM.ECY.USQ2021.A","OBS_VALUE","Slovenia, Republic of","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","BRA.IM.ECY.USQ2021.A","OBS_VALUE","Brazil","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","AGO.IM.ECY.USQ2021.A","OBS_VALUE","Angola","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","MLI.IM.ECY.USQ2021.A","OBS_VALUE","Mali","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","COD.IM.ECY.USQ2021.A","OBS_VALUE","Congo, Democratic Republic of the","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","SLV.IM.ECY.USQ2021.A","OBS_VALUE","El Salvador","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","ESP.IM.ECY.USQ2021.A","OBS_VALUE","Spain","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","CHN.IM.ECY.USQ2021.A","OBS_VALUE","China, People's Republic of","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","FRA.IM.ECY.USQ2021.A","OBS_VALUE","France","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","BRN.IM.ECY.USQ2021.A","OBS_VALUE","Brunei Darussalam","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","EGY.IM.ECY.USQ2021.A","OBS_VALUE","Egypt, Arab Republic of","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","PAN.IM.ECY.USQ2021.A","OBS_VALUE","Panama","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","YEM.IM.ECY.USQ2021.A","OBS_VALUE","Yemen, Republic of","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
